JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
5676,1,HOL20,Holmbeck+2020,,J22190836-2333467,,R2,,VMP,,,,22:19:08.30,-23:33:46.80,334.78458,-23.563,,,,,10.9,,,,,,4743.0,1.46,-2.54,1.95,,,5.76,,,,,,,,,,,,,,,,,4.96,,,,,,,,,,0.6,,,,,,,,,,,,-0.12,,,,,,-1.15,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5677,1,HOL20,Holmbeck+2020,,J22223324-1314488,,,,VMP,,,,22:22:33.20,-13:14:48.98,335.63833,-13.24694,,,,,10.8,,,,,,4613.0,1.09,-2.46,2.44,,,5.17,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,0.41,,,,,,,,,,,,-0.75,,,,,,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5678,1,HOL20,Holmbeck+2020,,J22233596-5301145,,,NO,VMP,,,,22:23:36.00,-53:01:14.81,335.9,-53.02078,,,,,10.0,,,,,,4692.0,1.4,-2.41,2.25,,,6.82,,,,,,,,,,,,,,,,,5.09,,,,,,,,,,0.11,,,,,,,,,,,,-0.51,,,,,,-1.66,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5679,1,HOL20,Holmbeck+2020,,J22371623-1608005,,R2,,VMP,,,,22:37:16.30,-16:08:01.39,339.31792,-16.13372,,,,,10.6,,,,,,6175.0,3.86,-2.1,1.96,,,6.68,,,,,,,,,,,,,,,,,5.4,,,,,,,,,,0.77,,,,,,,,,,,,0.23,,,,,,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5680,1,HOL20,Holmbeck+2020,,J22372037-4741375,,R2,,VMP,,,,22:37:20.40,-47:41:37.50,339.335,-47.69375,,,,,12.4,,,,,,4499.0,1.07,-2.97,2.12,,,5.26,,,,,,,,,,,,,,,,,4.529999999999999,,,,,,,,,,-0.1,,,,,,,,,,,,-0.69,,,,,,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5681,1,HOL20,Holmbeck+2020,,J22373316-4341181,,R1,,VMP,,,,22:37:33.10,-43:41:18.49,339.38792,-43.68847,,,,,11.0,,,,,,4707.0,1.73,-2.47,1.7,,,5.75,,,,,,,,,,,,,,,,,5.029999999999999,,,,,,,,,,0.54,,,,,,,,,,,,-0.35,,,,,,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5682,1,HOL20,Holmbeck+2020,,J22585069-3923437,,,,VMP,,,,22:58:50.70,-39:23:43.69,344.71125,-39.39547,,,,,12.9,,,,,,4901.0,1.61,-2.45,1.91,,,6.13,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,0.24,,,,,,,,,,,,-0.45,,,,,,-1.91,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5683,1,HOL20,Holmbeck+2020,,J23060975-6107368,,R1,,VMP,,,,23:06:09.80,-61:07:36.80,346.54083,-61.12689,,,,,11.0,,,,,,4669.0,1.33,-2.28,2.03,,,5.79,,,,,,,,,,,,,,,,,5.220000000000001,,,,,,,,,,0.68,,,,,,,,,,,,-0.24,,,,,,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5684,1,HOL20,Holmbeck+2020,,J23181358-6252270,,,,VMP,,,,23:18:13.50,-62:52:27.08,349.55625,-62.87419,,,,,11.1,,,,,,4554.0,1.03,-2.4,1.89,,,5.81,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,0.7,,,,,,,,,,,,-0.26,,,,,,-1.72,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5685,1,HOL20,Holmbeck+2020,,J23242766-2728055,,R1,,VMP,,,,23:24:27.60,-27:28:04.80,351.115,-27.468,,,,,10.6,,,,,,4743.0,1.59,-2.4,1.96,,,6.1,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,0.74,,,,,,,,,,,,0.1,,,,,,-1.33,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5686,1,HOL20,Holmbeck+2020,,J23254164-2356206,,R1,,MP,,,,23:25:41.60,-23:56:20.90,351.42333,-23.93914,,,,,10.1,,,,,,4647.0,1.28,-1.88,2.15,,,6.08,,,,,,,,,,,,,,,,,5.62,,,,,,,,,,1.05,,,,,,,,,,,,0.49,,,,,,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5687,1,HOL20,Holmbeck+2020,,J23285061-0432368,,R1,,MP,,,,23:28:50.60,-04:32:34.80,352.21083,-4.543,,,,,11.5,,,,,,4792.0,1.6,-1.95,1.84,,,6.53,,,,,,,,,,,,,,,,,5.55,,,,,,,,,,0.82,,,,,,,,,,,,0.23,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5688,1,HOL20,Holmbeck+2020,,J23330336-4437127,,,,VMP,,,,23:33:03.40,-44:37:13.12,353.26417,-44.62031,,,,,10.0,,,,,,4716.0,1.08,-2.6,2.32,,,5.28,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,0.19,,,,,,,,,,,,-0.68,,,,,,-1.92,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5689,1,HOL20,Holmbeck+2020,,J23342332-2748003,,R2,,VMP,,,,23:34:23.30,-27:48:00.29,353.59708,-27.80008,,,,,12.6,,,,,,4617.0,1.05,-2.35,2.14,,,5.84,,,,,,,,,,,,,,,,,5.15,,,,,,,,,,0.91,,,,,,,,,,,,-0.23,,,,,,-1.12,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5690,1,HOL20,Holmbeck+2020,,J23425814-4327352,,R1,,VMP,,,,23:42:58.10,-43:27:35.21,355.74208,-43.45978,,,,,11.4,,,,,,4867.0,1.99,-2.16,1.67,,,6.03,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,0.9,,,,,,,,,,,,0.01,,,,,,-1.28,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5691,1,HOL20,Holmbeck+2020,,J23434113-6019223,,R1,,EMP,,,,23:43:41.10,-60:19:22.58,355.92125,-60.32294,,,,,12.9,,,,,,4660.0,1.47,-3.05,2.54,,,4.88,,,,,,,,,,,,,,,,,4.45,,,,,,,,,,-2.07,,,,,,,,,,,,-2.21,,,,,,-2.03,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5692,1,HOL20,Holmbeck+2020,,J23475942-5701184,,R1,,VMP,,,,23:47:59.40,-57:01:18.59,356.9975,-57.02183,,,,,11.7,,,,,,4668.0,0.88,-2.33,2.45,,,5.55,,,,,,,,,,,,,,,,,5.17,,,,,,,,,,0.46,,,,,,,,,,,,-0.22,,,,,,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5693,1,HOL20,Holmbeck+2020,,J23490902-2447176,,R1,,VMP,,,,23:49:09.10,-24:47:17.41,357.28792,-24.78817,,,,,12.1,,,,,,5248.0,2.73,-2.18,1.81,,,6.42,,,,,,,,,,,,,,,,,5.32,,,,,,,,,,0.66,,,,,,,,,,,,-0.16,,,,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5694,1,HOL20,Holmbeck+2020,,J23552837+0421179,,,,VMP,,,,23:55:28.40,+04:21:18.00,358.86833,4.355,,,,,9.9,,,,,,4528.0,0.97,-2.51,2.26,,,5.47,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,0.43,,,,,,,,,,,,-0.66,,,,,,-1.93,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5695,1,JI18,Ji_&_Frebel+2018,DES J033523-540407,DES J033523-540407,,R2,,EMP,,,,03:35:23.85,-54:04:07.50,53.84938,-54.06875,,,,,16.04,,,,,13.49,4550.0,1.25,-3.0,2.2,,,6.01,,7.18,,3.57,5.07,2.98,4.97,,,2.44,3.61,-0.04,2.08,0.74,2.46,2,4.5,1.92,3.23,1.13,2,,,,,-2.4,0.31,-0.41,0.25,,-0.08,-0.08,-4.34,,,,,,-0.02,-0.75,-0.48,-1.06,-0.39,-0.63,-0.93,-0.42,-1.26,-0.21,-0.98,-0.34,-1.43,-0.81,,-0.99,,0.12,0.16,,,,0.34,,-1.77,-1.63,,2.22,1.0,2.85,,,Mohammad
5696,1,JI19,Ji_&_Frebel+2019,GruI-038,GruI-038,,R2,,VMP,,,,22:56:29.90,-50:04:33.31,344.12458,-50.07592,,,,,,,,,,,4660.0,1.45,-2.5,2.4,,,5.59,,,,3.47,5.33,3.07,5.55,,,3.24,4.03,0.86,2.47,,2.84,2.48,5.0,2.85,3.97,,,,,,,,-1.69,,,,,,,,,,,,-1.26,,,,,,-1.24,,,,,,,,,,,,,,,,,,,,,2.74,,,,,Mohammad
5697,1,JI19,Ji_&_Frebel+2019,TriII-40,TriII-40,,R2,,VMP,,,,02:13:16.50,+36:10:45.91,33.31875,36.17942,,,,,17.3,,,,,,4720.0,1.35,-2.95,2.48,,,,,,,2.5,5.0,,,,,2.89,3.82,0.85,2.31,,2.49,2.84,4.55,,3.84,,,,,,,,,,,,,,,,,,,,-2.02,,,,,,-1.02,,,,,,,,,,,,,,,,,,,,,2.17,,,,,Mohammad
5698,1,JI19,Ji_&_Frebel+2019,GruI-032,GruI-032,,R1,,VMP,,,,22:56:58.10,-50:13:57.90,344.24208,-50.23275,,,,,,,,,,,4495.0,0.85,-2.57,2.6,,,5.37,,,,3.49,5.43,2.95,5.36,,,3.07,3.97,0.57,2.51,,2.98,2.46,4.93,2.74,3.89,,1.93,,,,,,-1.7,,,,,,,,,,,,-1.97,,,,,,-1.73,,,,,,,,,,,,,,,,,,,,,2.59,,,,,Mohammad
5699,1,JI19,Ji_&_Frebel+2019,TriII-46,TriII-46,,R2,,MP,,,,02:13:21.50,+36:09:57.60,33.33958,36.166,,,,,18.8,,,,,,5150.0,2.7,-1.96,2.0,,,,,,,5.32,5.17,,,,,3.84,4.23,2.7,,,,,5.54,,5.41,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,3.04,,,,,Mohammad
5700,1,JI20b,Ji+2020b,ATLAS_0,,,,,VMP,,UF,,00:58:40.08,-23:51:49.72,14.667,-23.86381,,,,,,,,,,,4833.0,1.52,-2.47,1.92,,,,,,,,,,,,,,,,,,,,5.029999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5701,1,JI20b,Ji+2020b,ATLAS_1,,,,,VMP,,UF,,00:48:54.95,-22:44:57.98,12.22896,-22.74944,,,,,,,,,,,5088.0,1.97,-2.43,2.06,,,,,,,,,,,,,,,,,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5702,1,JI20b,Ji+2020b,ATLAS_12,,,,,VMP,,UF,,01:40:08.67,-29:52:14.59,25.03612,-29.87072,,,,,,,,,,,4590.0,1.16,-2.16,2.2,,,,,,,,,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5703,1,JI20b,Ji+2020b,ATLAS_22,,,,,VMP,,UF,,01:16:27.10,-26:07:00.98,19.11292,-26.11694,,,,,,,,,,,4781.0,1.51,-2.18,1.7,,,,,,,,,,,,,,,,,,,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5704,1,JI20b,Ji+2020b,ATLAS_25,,,,,VMP,,UF,,01:12:21.84,-25:44:52.19,18.091,-25.74783,,,,,,,,,,,4937.0,1.75,-2.36,1.84,,,,,,,,,,,,,,,,,,,,5.140000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5705,1,JI20b,Ji+2020b,ATLAS_26,,,,,VMP,,UF,,01:11:13.03,-24:44:48.30,17.80429,-24.74675,,,,,,,,,,,5042.0,1.75,-2.26,1.91,,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5706,1,JI20b,Ji+2020b,ATLAS_27,,,,,VMP,,UF,,00:52:59.32,-22:54:15.52,13.24717,-22.90431,,,,,,,,,,,5002.0,1.86,-2.55,2.33,,,,,,,,,,,,,,,,,,,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5707,1,JI20b,Ji+2020b,AliqaUma_0,,,,,VMP,,UF,,02:35:26.13,-37:22:30.22,38.85887,-37.37506,,,,,,,,,,,5131.0,1.97,-2.4,2.31,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5708,1,JI20b,Ji+2020b,AliqaUma_5,,,,,VMP,,UF,,02:26:26.20,-35:22:26.11,36.60917,-35.37392,,,,,,,,,,,4575.0,1.13,-2.34,1.87,,,,,,,,,,,,,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5709,1,JI20b,Ji+2020b,AliqaUma_7,,,,,VMP,,UF,,02:16:18.92,-34:06:22.90,34.07883,-34.10636,,,,,,,,,,,5092.0,1.82,-2.37,1.9,,,,,,,,,,,,,,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5710,1,JI20b,Ji+2020b,AliqaUma_9,,,,,VMP,,UF,,02:09:08.30,-32:46:06.10,32.28458,-32.76836,,,,,,,,,,,4618.0,1.14,-2.46,2.06,,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5711,1,JI20b,Ji+2020b,AliqaUma_10,,,,,VMP,,UF,,02:09:58.92,-32:05:39.98,32.4955,-32.09444,,,,,,,,,,,4785.0,1.45,-2.28,1.75,,,,,,,,,,,,,,,,,,,,5.220000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5712,1,JI20b,Ji+2020b,Chenab_10,,,,,MP,,UF,,21:48:16.11,-52:11:43.80,327.06712,-52.1955,,,,,,,,,,,4528.0,0.85,-1.94,2.23,,,,,,,,,,,,,,,,,,,,5.5600000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5713,1,JI20b,Ji+2020b,Chenab_12,,,,,MP,,UF,,21:46:14.54,-52:01:06.60,326.56058,-52.0185,,,,,,,,,,,4263.0,0.62,-1.8,2.44,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5714,1,JI20b,Ji+2020b,Chenab_16,,,,,VMP,,UF,,21:54:15.45,-49:38:04.99,328.56437,-49.63472,,,,,,,,,,,4819.0,1.41,-2.15,1.95,,,,,,,,,,,,,,,,,,,,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5715,1,JI20b,Ji+2020b,Elqui_0,,,,,VMP,,UF,,01:23:24.63,-43:33:20.02,20.85262,-43.55556,,,,,,,,,,,4374.0,0.91,-2.02,2.27,,,,,,,,,,,,,,,,,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5716,1,JI20b,Ji+2020b,Elqui_1,,,,,VMP,,UF,,01:19:05.70,-42:07:20.10,19.77375,-42.12225,,,,,,,,,,,4316.0,0.56,-2.91,2.41,,,,,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5717,1,JI20b,Ji+2020b,Elqui_3,,,,,MP,,UF,,01:21:23.11,-42:02:09.20,20.34629,-42.03589,,,,,,,,,,,4380.0,0.99,-1.81,2.32,,,,,,,,,,,,,,,,,,,,5.6899999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5718,1,JI20b,Ji+2020b,Elqui_4,,,,,VMP,,UF,,01:12:21.84,-41:33:23.90,18.091,-41.55664,,,,,,,,,,,4645.0,1.2,-2.03,2.13,,,,,,,,,,,,,,,,,,,,5.470000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5719,1,JI20b,Ji+2020b,Indus_0,,,,,VMP,,UF,,23:24:01.75,-64:02:20.80,351.00729,-64.03911,,,,,,,,,,,5040.0,1.93,-2.41,1.73,,,,,,,,,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5720,1,JI20b,Ji+2020b,Indus_6,,,,,VMP,,UF,,22:56:57.69,-62:41:37.50,344.24037,-62.69375,,,,,,,,,,,5251.0,2.43,-2.45,1.73,,,,,,,,,,,,,,,,,,,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5721,1,JI20b,Ji+2020b,Indus_8,,,,,VMP,,UF,,22:43:18.18,-60:54:22.50,340.82575,-60.90625,,,,,,,,,,,5206.0,2.5,-2.02,1.66,,,,,,,,,,,,,,,,,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5722,1,JI20b,Ji+2020b,Indus_12,,,,,VMP,,UF,,22:11:27.25,-58:04:44.69,332.86354,-58.07908,,,,,,,,,,,4741.0,1.45,-2.14,1.9,,,,,,,,,,,,,,,,,,,,5.359999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5723,1,JI20b,Ji+2020b,Indus_13,,,,,MP,,UF,,22:05:30.97,-56:30:53.39,331.37904,-56.51483,,,,,,,,,,,5063.0,2.29,-1.91,1.59,,,,,,,,,,,,,,,,,,,,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5724,1,JI20b,Ji+2020b,Indus_14,,,,,MP,,UF,,22:00:10.50,-56:04:10.31,330.04375,-56.06953,,,,,,,,,,,4969.0,2.08,-1.98,1.52,,,,,,,,,,,,,,,,,,,,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5725,1,JI20b,Ji+2020b,Indus_15,,,,,MP,,UF,,21:54:09.09,-55:18:34.99,328.53787,-55.30972,,,,,,,,,,,4937.0,2.18,-1.71,1.59,,,,,,,,,,,,,,,,,,,,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5726,1,JI20b,Ji+2020b,Jhelum_0,,,,,VMP,,UF,,23:12:15.12,-51:09:36.61,348.063,-51.16017,,,,,,,,,,,5122.0,2.27,-2.02,1.63,,,,,,,,,,,,,,,,,,,,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5727,1,JI20b,Ji+2020b,Jhelum2_2,,,,,MP,,UF,,23:18:34.74,-52:02:10.21,349.64475,-52.03617,,,,,,,,,,,4967.0,2.09,-1.62,1.49,,,,,,,,,,,,,,,,,,,,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5728,1,JI20b,Ji+2020b,Jhelum1_5,,,,,VMP,,UF,,22:16:19.56,-50:00:21.10,334.0815,-50.00586,,,,,,,,,,,5011.0,2.07,-2.12,1.67,,,,,,,,,,,,,,,,,,,,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5729,1,JI20b,Ji+2020b,Jhelum1_8,,,,,VMP,,UF,,22:41:59.04,-50:13:01.81,340.496,-50.21717,,,,,,,,,,,5199.0,2.44,-2.42,1.52,,,,,,,,,,,,,,,,,,,,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5730,1,JI20b,Ji+2020b,Jhelum2_10,,,,,VMP,,UF,,22:48:24.41,-50:19:51.60,342.10171,-50.331,,,,,,,,,,,5116.0,2.31,-2.01,1.47,,,,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5731,1,JI20b,Ji+2020b,Jhelum2_11,,,,,VMP,,UF,,22:36:30.00,-50:24:42.30,339.125,-50.41175,,,,,,,,,,,5220.0,2.44,-2.17,1.67,,,,,,,,,,,,,,,,,,,,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5732,1,JI20b,Ji+2020b,Jhelum2_14,,,,,VMP,,UF,,21:41:13.45,-47:29:02.00,325.30604,-47.48389,,,,,,,,,,,5188.0,2.31,-2.48,1.73,,,,,,,,,,,,,,,,,,,,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5733,1,JI20b,Ji+2020b,Jhelum2_15,,,,,VMP,,UF,,21:33:27.15,-46:06:32.62,323.36313,-46.10906,,,,,,,,,,,5001.0,1.98,-2.14,1.68,,,,,,,,,,,,,,,,,,,,5.359999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5734,1,JI20b,Ji+2020b,Phoenix_1,,,,,VMP,,UF,,01:23:48.36,-53:57:27.40,20.9515,-53.95761,,,,,,,,,,,5088.0,2.15,-2.52,1.47,,,,,,,,,,,,,,,,,,,,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5735,1,JI20b,Ji+2020b,Phoenix_2,,,,,VMP,,UF,,01:24:36.27,-53:40:01.20,21.15113,-53.667,,,,,,,,,,,5252.0,2.51,-2.67,1.64,,,,,,,,,,,,,,,,,,,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5736,1,JI20b,Ji+2020b,Phoenix_3,,,,,VMP,,UF,,01:25:55.15,-53:17:35.09,21.47979,-53.29308,,,,,,,,,,,5272.0,2.49,-2.76,1.49,,,,,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5737,1,JI20b,Ji+2020b,Phoenix_6,,,,,VMP,,UF,,01:39:20.84,-49:09:11.70,24.83683,-49.15325,,,,,,,,,,,4905.0,1.64,-2.68,2.11,,,,,,,,,,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5738,1,JI20b,Ji+2020b,Phoenix_7,,,,,VMP,,UF,,01:42:44.22,-47:29:05.21,25.68425,-47.48478,,,,,,,,,,,4980.0,1.82,-2.62,1.58,,,,,,,,,,,,,,,,,,,,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5739,1,JI20b,Ji+2020b,Phoenix_8,,,,,VMP,,UF,,01:41:53.37,-47:06:51.59,25.47238,-47.11433,,,,,,,,,,,5292.0,2.56,-2.79,1.53,,,,,,,,,,,,,,,,,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5740,1,JI20b,Ji+2020b,Phoenix_9,,,,,VMP,,UF,,01:48:16.06,-44:20:53.81,27.06692,-44.34828,,,,,,,,,,,5153.0,2.2,-2.7,1.55,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5741,1,JI20b,Ji+2020b,Phoenix_10,,,,,VMP,,UF,,01:51:02.50,-43:02:40.99,27.76042,-43.04472,,,,,,,,,,,5279.0,2.12,-2.93,1.8,,,,,,,,,,,,,,,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5742,1,JOH12,Johnson+2012,,2MASS J18174532-3353235,,,,MP,,,,18:17:45.32,-33:53:23.50,274.43883,-33.88986,,,,,,,,,,,4540.0,1.45,-1.54,1.65,,,,,,,4.39,,5.03,,,,,,,,,,,5.96,,,,,,,,,,,,1.48,,,,,,,,,,,0.27,,,0.64,,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5743,1,JOH12,Johnson+2012,,2MASS J18182918-3341405,,,,MP,,,,18:18:29.18,-33:41:40.49,274.62158,-33.69458,,,,,,,,,,,4125.0,0.95,-1.27,1.6,,,,,,,4.75,,5.43,,,,,,,,,,,6.23,,,,,,,,,,,,1.33,,,,,,,,,,,0.15,,,0.51,,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5744,1,JOH12,Johnson+2012,,2MASS J18175567-3343063,,,,MP,,,,18:17:55.67,-33:43:06.31,274.48196,-33.71842,,,,,,,,,,,4425.0,1.3,-1.18,1.15,,,,,,,4.73,,5.55,,,,,,,,,,,6.32,,,,,,,,,,,,1.38,,,,,,,,,,,0.15,,,0.52,,-0.39,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5745,1,JOH12,Johnson+2012,,2MASS J18181521-3352294,,,,MP,,,,18:18:15.21,-33:52:29.39,274.56337,-33.87483,,,,,,,,,,,4215.0,1.0,-1.03,1.55,,,,,,,5.24,,6,,,,,,,,,,,6.47,,,,,,,,,,,,2.23,,,,,,,,,,,0.34,,,0.77,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
5746,1,JOH12,Johnson+2012,,2MASS J18182256-3401248,,,,MP,,,,18:18:22.56,-34:01:24.82,274.594,-34.02356,,,,,,,,,,,4465.0,1.1,-1.02,1.15,,,,,,,4.64,,5.2,,,,,,,,,,,6.48,,,,,,,,,,,,1.63,,,,,,,,,,,0.36,,,0.67,,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad
