#pigs01
 OSMARC05 T4524.0:g1.08:z-2.80:a+0.40:he0.0 TAU_5000 Tvtvt= 2.50/H=-2.80
ALL abundances NOT listed below differ from solar by  -2.80 dex

Abundance Results for Species Fe I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5198.711   26.00000   2.223  -2.135    65.70    -4.898     5.098   -0.100
  5215.180   26.00000   3.266  -0.871    86.90    -4.778     5.534    0.335
  5216.274   26.00000   1.608  -2.150   116.20    -4.652     5.160   -0.038
  5217.389   26.00000   3.211  -1.070    82.20    -4.803     5.573    0.375
  5225.526   26.00000   0.110  -4.789    86.70    -4.780     5.253    0.055
  5232.940   26.00000   2.940  -0.058   126.00    -4.618     5.031   -0.167
  5242.491   26.00000   3.634  -0.967    34.50    -5.182     5.192   -0.006
  5250.209   26.00000   0.121  -4.938    78.50    -4.825     5.292    0.093
  5254.956   26.00000   0.110  -4.764   104.30    -4.702     5.485    0.287
  5266.555   26.00000   2.998  -0.386   106.70    -4.693     5.066   -0.133
  5269.537   26.00000   0.859  -1.321   206.90    -4.406     4.775   -0.423
  5281.790   26.00000   3.039  -0.834    85.00    -4.793     5.155   -0.043
  5283.621   26.00000   3.241  -0.432    80.50    -4.817     4.932   -0.266
  5302.300   26.00000   3.283  -0.720   100.50    -4.722     5.643    0.444
  5307.361   26.00000   1.608  -2.987    86.50    -4.788     5.461    0.263
  5322.041   26.00000   2.279  -2.803    40.00    -5.124     5.410    0.211
  5324.179   26.00000   3.211  -0.103   118.30    -4.653     5.257    0.058
  5328.039   26.00000   0.915  -1.466   220.80    -4.383     5.130   -0.068
  5328.531   26.00000   1.557  -1.850   147.10    -4.559     5.294    0.095
  5332.899   26.00000   1.557  -2.777    85.30    -4.796     5.159   -0.039
  5339.929   26.00000   3.266  -0.647    78.30    -4.834     5.132   -0.066
  5364.871   26.00000   4.446   0.228    45.90    -5.068     5.192   -0.007
  5365.399   26.00000   3.573  -1.020    29.30    -5.263     5.057   -0.141
  5367.466   26.00000   4.415   0.443    47.30    -5.055     4.962   -0.237
  5369.961   26.00000   4.371   0.536    90.80    -4.772     5.567    0.369
  5371.489   26.00000   0.958  -1.645   236.00    -4.357     5.507    0.309
  5383.369   26.00000   4.313   0.645    74.30    -4.860     5.084   -0.114
  5389.479   26.00000   4.415  -0.410    26.30    -5.312     5.415    0.217
  5393.167   26.00000   3.241  -0.715    75.10    -4.856     5.100   -0.099
  5397.128   26.00000   0.915  -1.993   178.20    -4.481     5.039   -0.159
  5400.501   26.00000   4.371  -0.160    28.20    -5.282     5.154   -0.044
  5405.774   26.00000   0.990  -1.844   185.20    -4.465     5.098   -0.101
  5410.910   26.00000   4.473   0.398    41.50    -5.115     4.971   -0.227
  5415.199   26.00000   4.387   0.642    47.10    -5.061     4.718   -0.480
  5424.068   26.00000   4.320   0.520    62.00    -4.942     5.001   -0.197
  5429.696   26.00000   0.958  -1.879   193.00    -4.449     5.196   -0.003
  5434.523   26.00000   1.011  -2.122   168.40    -4.509     5.123   -0.075
  5445.042   26.00000   4.387  -0.020    36.20    -5.177     5.185   -0.013
  5446.917   26.00000   0.990  -1.914   182.60    -4.475     5.107   -0.092
  5497.516   26.00000   1.011  -2.849   136.50    -4.605     5.295    0.097
  5501.465   26.00000   0.958  -3.047   124.50    -4.645     5.217    0.019
  5506.779   26.00000   0.990  -2.797   133.60    -4.615     5.157   -0.042
  5569.618   26.00000   3.417  -0.486    79.90    -4.843     5.154   -0.044
  5572.842   26.00000   3.397  -0.275    97.30    -4.758     5.225    0.027
  5576.089   26.00000   3.430  -1.000    44.00    -5.103     5.102   -0.096
  5586.755   26.00000   3.368  -0.120    98.80    -4.752     5.054   -0.144
  5615.644   26.00000   3.332   0.050   104.00    -4.732     4.931   -0.267
  5662.516   26.00000   4.178  -0.573    33.30    -5.231     5.410    0.212
  5701.544   26.00000   2.559  -2.216    41.50    -5.138     5.163   -0.036
  5956.694   26.00000   0.859  -4.605    53.40    -5.047     5.498    0.300
  6024.058   26.00000   4.549  -0.120    31.60    -5.280     5.354    0.156
  6065.482   26.00000   2.609  -1.530    79.60    -4.882     5.084   -0.115
  6136.615   26.00000   2.453  -1.400   101.20    -4.783     5.082   -0.116
  6137.691   26.00000   2.588  -1.403    99.50    -4.790     5.236    0.037
  6151.617   26.00000   2.176  -3.299    32.60    -5.276     5.561    0.363
  6173.334   26.00000   2.223  -2.880    24.30    -5.405     5.035   -0.163
  6191.558   26.00000   2.433  -1.417    96.30    -4.808     4.983   -0.215
  6200.312   26.00000   2.609  -2.437    33.90    -5.262     5.270    0.072
  6213.429   26.00000   2.223  -2.482    50.30    -5.092     5.088   -0.110
  6219.280   26.00000   2.198  -2.433    62.20    -5.000     5.175   -0.023
  6230.722   26.00000   2.559  -1.281   112.50    -4.743     5.274    0.075
  6246.318   26.00000   3.603  -0.733    40.70    -5.186     4.940   -0.259
  6252.555   26.00000   2.404  -1.687    95.20    -4.817     5.191   -0.007
  6297.792   26.00000   2.223  -2.740    39.90    -5.198     5.175   -0.023
  6301.500   26.00000   3.654  -0.718    42.00    -5.176     5.006   -0.193
  6322.685   26.00000   2.588  -2.426    35.10    -5.256     5.244    0.046
  6335.330   26.00000   2.198  -2.177    75.20    -4.926     5.098   -0.101
  6393.601   26.00000   2.433  -1.432   113.10    -4.752     5.242    0.043
  6400.000   26.00000   3.603  -0.290    78.20    -4.913     5.063   -0.135
  6408.018   26.00000   3.686  -1.018    34.60    -5.268     5.207    0.009
  6411.648   26.00000   3.654  -0.595    60.70    -5.024     5.164   -0.034
  6421.350   26.00000   2.279  -2.027    84.20    -4.882     5.171   -0.028
  6430.845   26.00000   2.176  -2.006    96.20    -4.825     5.199    0.000
  6494.980   26.00000   2.404  -1.273   119.40    -4.736     5.126   -0.072
  6498.938   26.00000   0.958  -4.699    25.50    -5.406     5.215    0.017
  6592.913   26.00000   2.728  -1.473    75.30    -4.942     5.058   -0.141
  6593.870   26.00000   2.433  -2.422    43.40    -5.182     5.158   -0.041
  6677.985   26.00000   2.692  -1.418    92.90    -4.857     5.210    0.012
  6750.151   26.00000   2.424  -2.621    36.50    -5.267     5.222    0.023
  6978.851   26.00000   2.484  -2.500    42.30    -5.217     5.254    0.056
average abundance =  5.198     std. deviation =  0.232     #lines = 188
E.P. correlation:  slope =  -0.016  intercept =   5.237  corr. coeff. =  -0.076
R.W. correlation:  slope =   0.037  intercept =   5.375  corr. coeff. =   0.043
wav. correl.:  slope =   2.649D-06  intercept =   5.185  corr. coeff. =   0.009

Abundance Results for Species Fe II        (input abundance =   5.130)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4178.854   26.10000   2.583  -2.500    77.20    -4.733     5.285   -0.123
  4233.162   26.10000   2.583  -1.900   107.80    -4.594     5.385   -0.023
  4491.397   26.10000   2.856  -2.700    54.30    -4.918     5.243   -0.165
  4515.333   26.10000   2.844  -2.450    99.80    -4.656     5.928    0.519
  4555.887   26.10000   2.828  -2.160    87.70    -4.716     5.334   -0.075
  4576.333   26.10000   2.844  -2.920    61.80    -4.870     5.569    0.161
  4583.829   26.10000   2.807  -1.860   118.80    -4.586     5.689    0.281
  4620.513   26.10000   2.828  -3.240    24.50    -5.276     5.127   -0.281
  4923.921   26.10000   2.891  -1.320   131.80    -4.572     5.391   -0.018
  5018.436   26.10000   2.891  -1.220   154.30    -4.512     5.674    0.266
  5197.567   26.10000   3.230  -2.100    73.40    -4.850     5.332   -0.077
  5234.623   26.10000   3.221  -2.230    60.50    -4.937     5.212   -0.196
  5264.802   26.10000   3.230  -3.120    22.60    -5.367     5.379   -0.030
  5275.997   26.10000   3.199  -1.940    84.80    -4.794     5.330   -0.078
  5425.249   26.10000   3.199  -3.160    22.50    -5.382     5.366   -0.043
  5534.838   26.10000   3.245  -2.730    39.10    -5.151     5.334   -0.075
  6247.557   26.10000   3.892  -2.310    26.10    -5.379     5.389   -0.019
  6432.676   26.10000   2.891  -3.520    26.00    -5.393     5.367   -0.041
  6456.379   26.10000   3.903  -2.100    36.80    -5.244     5.400   -0.009
  6516.077   26.10000   2.891  -3.320    39.90    -5.213     5.433    0.025
average abundance =  5.408     std. deviation =  0.183     #lines =  20
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.245  intercept =   6.623  corr. coeff. =   0.420
wav. correl.:  slope =  -2.766D-05  intercept =   5.551  corr. coeff. =  -0.113

Abundance Results for Species Na I         (input abundance =   3.870)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   221.90    -4.424     3.939   -0.043
  5895.924   11.00000   0.000  -0.194   203.90    -4.461     4.024    0.043
average abundance =  3.981     std. deviation =  0.060     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   5.230)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4167.271   12.00000   4.346  -0.745    57.20    -4.862     5.370   -0.164
  4571.096   12.00000   0.000  -5.623   113.20    -4.606     5.453   -0.082
  4702.991   12.00000   4.346  -0.440   106.90    -4.643     5.784    0.250
  5172.684   12.00000   2.712  -0.450   243.00    -4.328     5.454   -0.080
  5183.604   12.00000   2.717  -0.239   267.70    -4.287     5.420   -0.115
  5528.405   12.00000   4.346  -0.498   108.30    -4.708     5.692    0.158
  5711.088   12.00000   4.346  -1.724    24.50    -5.368     5.567    0.033
average abundance =  5.534     std. deviation =  0.154     #lines =   7
E.P. correlation:  slope =   0.042  intercept =   5.397  corr. coeff. =   0.448
R.W. correlation:  slope =  -0.085  intercept =   5.136  corr. coeff. =  -0.201
wav. correl.:  slope =   9.339D-05  intercept =   5.067  corr. coeff. =   0.334

Abundance Results for Species Al I         (input abundance =   4.080)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3944.006   13.00000   0.000  -0.623   210.00    -4.274     4.348    0.000
average abundance =  4.348     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Si I         (input abundance =   5.140)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3905.523   14.00000   1.909  -1.041   250.40    -4.193     5.582    0.000
average abundance =  5.582     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species K  I         (input abundance =   2.660)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149   102.30    -4.875     3.155    0.073
  7698.964   19.00000   0.000  -0.154    70.30    -5.039     3.008   -0.073
average abundance =  3.081     std. deviation =  0.104     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   3.970)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4226.728   20.00000   0.000   0.244   265.20    -4.202     3.969   -0.227
  4283.011   20.00000   1.886  -0.136    79.10    -4.734     4.104   -0.092
  4318.651   20.00000   1.899  -0.139    63.00    -4.836     3.793   -0.403
  4425.437   20.00000   1.879  -0.358    76.60    -4.762     4.212    0.016
  4435.679   20.00000   1.886  -0.517    62.20    -4.853     4.107   -0.088
  4454.779   20.00000   1.899   0.258   107.40    -4.618     4.240    0.044
  4455.887   20.00000   1.899  -0.518    62.40    -4.854     4.123   -0.072
  5265.556   20.00000   2.523  -0.113    64.90    -4.909     4.387    0.191
  5349.465   20.00000   2.709  -0.310    27.50    -5.289     4.158   -0.038
  5581.965   20.00000   2.523  -0.555    28.10    -5.298     4.169   -0.027
  5588.749   20.00000   2.526   0.358    84.10    -4.823     4.193   -0.002
  5590.114   20.00000   2.521  -0.571    23.30    -5.380     4.072   -0.124
  5601.277   20.00000   2.526  -0.523    32.40    -5.238     4.222    0.026
  5857.451   20.00000   2.933   0.240    61.00    -4.982     4.416    0.220
  6102.723   20.00000   1.879  -0.793    73.40    -4.920     4.293    0.097
  6122.217   20.00000   1.886  -0.316   109.70    -4.747     4.399    0.203
  6162.173   20.00000   1.899  -0.090   137.50    -4.651     4.646    0.450
  6169.563   20.00000   2.526  -0.478    25.80    -5.379     4.001   -0.195
  6439.075   20.00000   2.526   0.390    90.70    -4.851     4.167   -0.029
  6717.681   20.00000   2.709  -0.524    26.10    -5.411     4.246    0.050
average abundance =  4.196     std. deviation =  0.183     #lines =  20
E.P. correlation:  slope =   0.076  intercept =   4.033  corr. coeff. =   0.260
R.W. correlation:  slope =   0.039  intercept =   4.387  corr. coeff. =   0.066
wav. correl.:  slope =   1.092D-04  intercept =   3.611  corr. coeff. =   0.491

Abundance Results for Species Sc II        (input abundance =   0.780)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4246.822   21.10000   0.315   0.242   139.20    -4.484     0.600   -0.379
  4314.083   21.10000   0.618  -0.096   150.20    -4.458     1.510    0.531
  4400.389   21.10000   0.605  -0.536   105.10    -4.622     0.935   -0.044
  4415.557   21.10000   0.595  -0.668   113.10    -4.592     1.219    0.241
  4670.407   21.10000   1.357  -0.576    53.80    -4.939     0.884   -0.095
  5031.021   21.10000   1.357  -0.400    68.00    -4.869     0.876   -0.103
  5526.790   21.10000   1.768   0.024    60.40    -4.961     0.777   -0.202
  5657.896   21.10000   1.507  -0.603    58.50    -4.985     1.029    0.051
average abundance =  0.979     std. deviation =  0.280     #lines =   8
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.428  intercept =   3.005  corr. coeff. =   0.340
wav. correl.:  slope =  -1.094D-04  intercept =   1.502  corr. coeff. =  -0.218

Abundance Results for Species Ti I         (input abundance =   2.580)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3989.758   22.00000   0.021  -0.130    97.80    -4.611     2.660    0.011
  3998.636   22.00000   0.048   0.020   103.50    -4.587     2.667    0.019
  4512.734   22.00000   0.836  -0.400    30.90    -5.164     2.569   -0.080
  4533.239   22.00000   0.848   0.540    89.10    -4.707     2.657    0.008
  4534.776   22.00000   0.836   0.350    77.00    -4.770     2.606   -0.043
  4535.568   22.00000   0.826   0.140    80.60    -4.750     2.868    0.220
  4548.764   22.00000   0.826  -0.280    27.80    -5.214     2.367   -0.282
  4555.483   22.00000   0.848  -0.400    28.20    -5.208     2.522   -0.127
  4656.468   22.00000   0.000  -1.290    46.80    -4.998     2.625   -0.023
  4681.909   22.00000   0.048  -1.030    56.80    -4.916     2.577   -0.071
  4840.874   22.00000   0.900  -0.430    44.30    -5.039     2.861    0.213
  4991.066   22.00000   0.836   0.450    90.70    -4.741     2.618   -0.031
  5014.276   22.00000   0.813   0.040   100.50    -4.698     3.164    0.515
  5016.161   22.00000   0.848  -0.480    37.60    -5.125     2.701    0.053
  5039.958   22.00000   0.021  -1.080    62.80    -4.904     2.611   -0.038
  5173.743   22.00000   0.000  -1.060    51.00    -5.006     2.368   -0.281
  5192.969   22.00000   0.021  -0.950    71.90    -4.859     2.586   -0.063
average abundance =  2.649     std. deviation =  0.186     #lines =  17
 No statistics done for E.P. trends
R.W. correlation:  slope =   0.404  intercept =   4.628  corr. coeff. =   0.447
wav. correl.:  slope =   2.416D-05  intercept =   2.535  corr. coeff. =   0.046
